Date,Close/Last,Volume,Open,High,Low
06/09/2023,$123.43,51396020,$124.08,$125.80,$123.19
06/08/2023,$124.25,62159270,$123.01,$125.625,$122.2579
06/07/2023,$121.23,95663280,$127.01,$127.365,$120.63
06/06/2023,$126.61,45695210,$125.07,$127.40,$125.00
06/05/2023,$125.30,47950130,$123.36,$125.80,$123.03
06/02/2023,$124.25,61264410,$124.92,$126.39,$124.015
06/01/2023,$122.77,54375130,$120.69,$123.49,$119.93
05/31/2023,$120.58,72800790,$121.45,$122.04,$119.17
05/30/2023,$121.66,64314810,$122.37,$122.92,$119.855
05/26/2023,$120.11,96779890,$116.04,$121.50,$116.02
05/25/2023,$115.00,66496680,$116.63,$116.87,$114.31
05/24/2023,$116.75,63487940,$115.35,$117.34,$115.02
05/23/2023,$114.99,67576260,$114.27,$117.14,$113.78
05/22/2023,$115.01,70741120,$116.77,$116.77,$114.25
05/19/2023,$116.25,55056310,$118.16,$118.31,$115.70
05/18/2023,$118.15,73174090,$116.69,$118.60,$116.335
05/17/2023,$115.50,65655180,$114.89,$115.83,$114.22
05/16/2023,$113.40,71472910,$111.05,$114.7899,$111.05
05/15/2023,$111.20,53011150,$111.15,$112.29,$109.25
05/12/2023,$110.26,49852670,$112.16,$112.64,$109.3185
05/11/2023,$112.18,74924840,$111.03,$113.28,$110.49
05/10/2023,$110.19,78627620,$108.10,$110.67,$108.05
05/09/2023,$106.62,44089360,$105.48,$106.79,$105.1567
05/08/2023,$105.83,49430910,$105.04,$106.095,$104.7001
05/05/2023,$105.655,56951740,$104.27,$105.76,$103.55
05/04/2023,$104.00,45345520,$104.04,$105.39,$103.3117
05/03/2023,$103.65,65051930,$103.735,$105.96,$103.28
05/02/2023,$103.63,73469350,$101.47,$103.90,$101.15
05/01/2023,$102.05,74728100,$104.95,$105.23,$101.82
04/28/2023,$105.45,130715900,$107.73,$109.48,$104.33
04/27/2023,$109.82,149961200,$108.16,$110.86,$106.80
04/26/2023,$104.98,73803790,$105.04,$106.62,$104.10
04/25/2023,$102.57,65026820,$104.91,$105.45,$102.45
04/24/2023,$106.21,69575610,$107.655,$109.23,$105.07
04/21/2023,$106.96,86774190,$106.10,$108.15,$105.08
04/20/2023,$103.81,57696870,$103.53,$105.25,$103.21
04/19/2023,$104.30,58398890,$101.58,$105.12,$101.39
04/18/2023,$102.30,39790520,$103.95,$104.20,$101.52
04/17/2023,$102.74,39919460,$103.16,$103.73,$101.59
04/14/2023,$102.51,51450520,$102.07,$103.2013,$101.11
04/13/2023,$102.40,67925140,$98.95,$102.57,$98.71
04/12/2023,$97.83,56735010,$100.40,$100.51,$97.705
04/11/2023,$99.92,60417850,$100.80,$101.00,$99.01
04/10/2023,$102.17,37261190,$100.96,$102.20,$99.57
04/06/2023,$102.06,43808020,$100.75,$102.3817,$99.8008
04/05/2023,$101.10,45175390,$103.91,$103.91,$100.7506
04/04/2023,$103.95,48662500,$102.75,$104.20,$102.11
04/03/2023,$102.41,41135730,$102.30,$103.29,$101.43
03/31/2023,$103.29,56750320,$102.16,$103.49,$101.95
03/30/2023,$102.00,53633400,$101.55,$103.04,$101.01
03/29/2023,$100.25,49783280,$98.69,$100.4218,$98.56
03/28/2023,$97.24,38720050,$98.11,$98.44,$96.29
03/27/2023,$98.04,46721300,$99.07,$99.34,$97.08
03/24/2023,$98.13,56144800,$98.065,$98.30,$96.40
03/23/2023,$98.71,57559310,$100.43,$101.06,$97.62
03/22/2023,$98.70,57475370,$100.45,$102.10,$98.61
03/21/2023,$100.61,58597280,$98.14,$100.845,$98.00
03/20/2023,$97.71,62388910,$98.41,$98.48,$95.70
03/17/2023,$98.95,87300240,$99.79,$100.66,$97.455
03/16/2023,$100.04,84558930,$95.75,$100.99,$95.61
03/15/2023,$96.20,70731790,$93.22,$96.67,$93.07
03/14/2023,$94.88,60912670,$93.83,$95.07,$92.71
03/13/2023,$92.43,72397050,$89.97,$94.02,$88.12
03/10/2023,$90.73,69827490,$92.67,$93.57,$90.245
03/09/2023,$92.25,56218710,$93.68,$96.21,$92.18
03/08/2023,$93.92,44899130,$93.60,$94.165,$92.18
03/07/2023,$93.55,49100670,$94.06,$95.09,$92.78
03/06/2023,$93.75,52112360,$95.19,$96.545,$93.74
03/03/2023,$94.90,55759610,$92.74,$94.94,$92.66
03/02/2023,$92.13,55574820,$91.41,$92.23,$90.39
03/01/2023,$92.17,52299520,$93.87,$94.68,$91.59
02/28/2023,$94.23,43959290,$93.14,$94.69,$92.92
02/27/2023,$93.76,47470320,$94.28,$94.78,$93.14
02/24/2023,$93.50,57053810,$93.53,$94.14,$92.3186
02/23/2023,$95.82,48466990,$96.12,$96.43,$93.67
02/22/2023,$95.79,59534090,$95.10,$97.01,$94.80
02/21/2023,$94.58,56580360,$95.335,$95.605,$94.27
